Customer ID,Phone Service,Multiple Lines,Internet Type,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Revenue,Customer Status,Churn Category,Churn Reason
5327-CNLUQ,Yes,Yes,Fiber Optic,Bank Withdrawal,96.9,4473.45,0.0,4766.25,Stayed,,
1197-BVMVG,Yes,Yes,Fiber Optic,Bank Withdrawal,74.45,294.45,0.0,311.61,Stayed,,
8311-UEUAB,Yes,Yes,DSL,Bank Withdrawal,75.5,5229.45,0.0,5320.57,Stayed,,
4700-UBQMV,Yes,Yes,DSL,Bank Withdrawal,75.9,1549.75,0.0,2212.3,Stayed,,
3050-GBUSH,No,,DSL,Credit Card,34.8,113.95,0.0,113.95,Joined,,
6479-VDGRK,Yes,No,Cable,Bank Withdrawal,85.3,6129.2,0.0,8730.56,Stayed,,
7663-ZTEGJ,Yes,Yes,Fiber Optic,Credit Card,100.55,2830.45,0.0,4378.13,Stayed,,
5306-BVTKJ,Yes,No,DSL,Credit Card,55.8,2651.2,0.0,4489.6,Stayed,,
2197-OMWGI,No,,DSL,Bank Withdrawal,53.0,3656.25,0.0,3656.25,Stayed,,
0564-MUUQK,Yes,Yes,Fiber Optic,Bank Withdrawal,95.5,1916.2,0.0,2690.4,Stayed,,
8197-BFWVU,Yes,Yes,Cable,Bank Withdrawal,93.25,6688.95,0.0,6812.79,Stayed,,
4343-EJVQB,Yes,No,Fiber Optic,Credit Card,74.35,533.6,0.0,545.29,Stayed,,
6630-UJZMY,Yes,Yes,Fiber Optic,Bank Withdrawal,83.25,308.05,39.93,325.48,Stayed,,
0581-MDMPW,Yes,Yes,Fiber Optic,Credit Card,88.95,2072.75,0.0,3130.91,Stayed,,
6284-KMNUF,Yes,Yes,Fiber Optic,Bank Withdrawal,98.0,5270.6,0.0,7370.6,Stayed,,
2368-GAKKQ,Yes,Yes,Fiber Optic,Bank Withdrawal,113.65,7939.25,0.0,9151.65,Stayed,,
2688-BHGOG,Yes,No,Fiber Optic,Bank Withdrawal,79.55,718.55,0.0,952.2,Stayed,,
5666-MBJPT,Yes,Yes,,Bank Withdrawal,25.1,1725.0,0.0,3052.95,Stayed,,
5619-PTMIK,Yes,Yes,DSL,Bank Withdrawal,53.1,2459.8,0.0,4517.84,Stayed,,
9359-JANWS,Yes,No,DSL,Credit Card,58.9,3857.1,0.0,6087.25,Stayed,,
7716-YTYHG,Yes,Yes,Fiber Optic,Mailed Check,82.05,4029.95,0.0,5179.55,Churned,Competitor,Competitor offered higher download speeds
9992-RRAMN,Yes,Yes,Fiber Optic,Bank Withdrawal,85.1,1873.7,0.0,2230.1,Churned,Dissatisfaction,Product dissatisfaction
9269-CQOOL,Yes,No,DSL,Credit Card,54.7,169.45,0.0,178.09,Churned,Competitor,Competitor had better devices
2683-BPJSO,Yes,Yes,Fiber Optic,Bank Withdrawal,84.45,2467.1,0.0,3289.83,Churned,Dissatisfaction,Lack of self-service on Website
1750-CSKKM,Yes,No,DSL,Bank Withdrawal,55.35,449.75,0.0,818.93,Churned,Competitor,Competitor had better devices
2332-EFBJY,Yes,No,,Credit Card,19.7,342.4,0.0,434.24,Churned,Price,Long distance charges
0811-GSDTP,No,,Cable,Bank Withdrawal,30.15,382.2,0.0,392.2,Stayed,,
9509-MPYOD,Yes,No,,Credit Card,20.75,700.45,0.0,1942.95,Stayed,,
7721-JXEAW,No,,DSL,Bank Withdrawal,41.05,2452.7,0.0,2452.7,Churned,Competitor,Competitor offered higher download speeds
8079-XRJRS,Yes,Yes,Fiber Optic,Bank Withdrawal,89.75,5769.6,18.72,8957.33,Churned,Dissatisfaction,Network reliability
7105-BENQF,Yes,No,DSL,Credit Card,64.85,950.75,0.0,1606.1,Stayed,,
4718-WXBGI,Yes,Yes,Cable,Credit Card,91.95,6614.9,0.0,8566.1,Stayed,,
8010-EZLOU,Yes,Yes,Fiber Optic,Bank Withdrawal,80.2,1217.25,0.0,1398.45,Churned,Competitor,Competitor offered higher download speeds
5684-FJVYR,Yes,Yes,Fiber Optic,Bank Withdrawal,90.35,6563.4,0.0,7254.6,Stayed,,
6023-GSSXW,Yes,No,DSL,Credit Card,61.45,4131.2,0.0,4319.57,Stayed,,
9412-ARGBX,Yes,No,Fiber Optic,Credit Card,95.5,4627.85,0.0,6045.77,Churned,Competitor,Competitor made better offer
5339-PXDVH,Yes,Yes,Fiber Optic,Bank Withdrawal,90.65,367.95,0.0,494.23,Stayed,,
2346-LOCWC,Yes,No,,Credit Card,20.5,1191.4,36.92,2654.36,Stayed,,
3387-VATUS,Yes,Yes,Fiber Optic,Bank Withdrawal,94.85,462.8,0.0,663.55,Churned,Attitude,Attitude of service provider
3097-PYWXL,Yes,No,,Bank Withdrawal,19.95,82.9,0.0,197.1,Stayed,,
7931-PXHFC,Yes,No,Cable,Credit Card,62.3,2354.8,0.0,4110.78,Churned,Dissatisfaction,Poor expertise of phone support
1541-ETJZO,Yes,Yes,DSL,Mailed Check,62.05,62.05,0.0,119.88,Churned,Other,Moved
4079-VTGLK,Yes,Yes,DSL,Bank Withdrawal,74.85,2181.75,0.0,3396.75,Stayed,,
2823-LKABH,Yes,Yes,Fiber Optic,Bank Withdrawal,95.05,1679.4,38.65,1774.31,Stayed,,
4892-VLANZ,Yes,No,,Mailed Check,19.8,19.8,0.0,29.46,Churned,Price,Long distance charges
0076-LVEPS,No,,DSL,Credit Card,45.0,1242.45,12.26,1230.19,Stayed,,
0214-JHPFW,No,,Cable,Bank Withdrawal,57.8,4039.3,1.01,4038.29,Stayed,,
7893-IXHRQ,Yes,No,,Bank Withdrawal,20.55,20.55,0.0,36.46,Churned,Attitude,Attitude of service provider
7322-OCWHC,Yes,Yes,Fiber Optic,Bank Withdrawal,93.05,6735.05,0.0,6831.53,Stayed,,
5419-KLXBN,Yes,No,Fiber Optic,Bank Withdrawal,89.15,2257.75,0.0,2873.75,Churned,Competitor,Competitor made better offer
9146-JRIOX,Yes,Yes,,Credit Card,25.55,372.45,0.0,816.25,Stayed,,
6859-RKMZJ,Yes,No,DSL,Bank Withdrawal,-10.0,608.15,0.0,1094.35,Stayed,,
9397-TZSHA,Yes,Yes,,Credit Card,24.6,1678.05,28.42,4168.13,Stayed,,
0637-UBJRP,Yes,No,Fiber Optic,Bank Withdrawal,84.05,1095.3,23.97,1460.29,Churned,Competitor,Competitor offered higher download speeds
2516-XSJKX,Yes,No,DSL,Bank Withdrawal,78.45,3126.45,0.0,4450.34,Stayed,,
7251-LJBQN,Yes,Yes,Fiber Optic,Credit Card,103.75,4188.4,0.0,5330.0,Stayed,,
4583-PARNH,Yes,No,Fiber Optic,Bank Withdrawal,91.55,1540.05,0.0,1787.09,Stayed,,
2041-JIJCI,Yes,Yes,Cable,Bank Withdrawal,64.0,370.25,0.0,594.15,Stayed,,
4079-ULGFR,Yes,No,,Credit Card,20.0,275.7,0.0,341.78,Stayed,,
9681-OXGVC,Yes,Yes,Fiber Optic,Bank Withdrawal,100.5,514.0,0.0,655.0,Churned,Competitor,Competitor made better offer
9560-ARGQJ,Yes,No,Fiber Optic,Bank Withdrawal,-4.0,1312.15,0.0,1518.87,Churned,Dissatisfaction,Product dissatisfaction
7975-TZMLR,Yes,Yes,Fiber Optic,Bank Withdrawal,103.1,4889.3,0.0,5671.38,Stayed,,
5614-DNZCE,Yes,No,DSL,Credit Card,64.9,3795.45,0.0,5504.71,Stayed,,
3668-QPYBK,Yes,No,DSL,Credit Card,53.85,108.15,0.0,129.09,Churned,Competitor,Competitor made better offer
3951-NJCVI,Yes,Yes,Fiber Optic,Bank Withdrawal,95.05,3944.5,0.0,5820.68,Stayed,,
6447-GORXK,No,,Cable,Credit Card,25.0,789.2,22.4,766.8,Stayed,,
0224-NIJLP,Yes,No,,Credit Card,20.15,165.5,0.0,188.46,Stayed,,
3198-VELRD,Yes,Yes,Fiber Optic,Bank Withdrawal,84.75,264.85,0.0,379.12,Churned,Competitor,Competitor had better devices
6797-UCJHZ,Yes,Yes,Fiber Optic,Credit Card,104.6,6819.45,0.0,8503.11,Stayed,,
9163-GHAYE,Yes,No,Cable,Bank Withdrawal,48.85,736.8,0.0,1212.0,Stayed,,
4514-GFCFI,Yes,Yes,Fiber Optic,Bank Withdrawal,84.75,1350.15,0.0,1630.31,Churned,Attitude,Attitude of support person
5685-IIXLY,Yes,No,Fiber Optic,Bank Withdrawal,83.6,404.2,24.44,414.76,Churned,Competitor,Competitor offered higher download speeds
4724-WXVWF,Yes,Yes,Fiber Optic,Bank Withdrawal,95.4,4445.3,0.0,4644.5,Stayed,,
9492-TOKRI,Yes,Yes,Fiber Optic,Credit Card,90.0,1527.35,0.0,1773.05,Churned,Competitor,Competitor had better devices
9027-TMATR,Yes,No,DSL,Bank Withdrawal,78.8,3460.3,24.9,5092.19,Stayed,,
4900-MSOMT,Yes,Yes,DSL,Bank Withdrawal,80.2,5714.2,0.0,9250.84,Stayed,,
4476-OSWTN,Yes,Yes,Fiber Optic,Mailed Check,110.55,7610.1,0.0,8182.8,Stayed,,
3402-XRIUO,Yes,Yes,DSL,Credit Card,63.55,1381.8,0.0,1760.64,Stayed,,
5590-YRFJT,No,,DSL,Bank Withdrawal,24.45,482.8,0.0,482.8,Churned,Other,Don't know
9206-GVPEQ,No,,Cable,Bank Withdrawal,54.45,706.85,0.0,706.85,Churned,Dissatisfaction,Network reliability
0486-HECZI,Yes,Yes,Fiber Optic,Bank Withdrawal,96.75,5238.9,0.0,7937.2,Churned,Price,Long distance charges
6906-MPARY,Yes,No,Fiber Optic,Credit Card,89.6,3488.15,0.0,4778.95,Stayed,,
7314-OXENN,Yes,Yes,Fiber Optic,Bank Withdrawal,82.0,184.65,0.0,267.01,Churned,Competitor,Competitor made better offer
4625-EWPTF,No,,Cable,Bank Withdrawal,30.45,226.45,0.0,226.45,Churned,Competitor,Competitor had better devices
8071-SBTRN,Yes,Yes,Fiber Optic,Credit Card,111.15,7737.55,46.26,9311.79,Stayed,,
5736-YEJAX,Yes,Yes,DSL,Credit Card,79.45,5502.55,0.0,7407.6,Stayed,,
4716-HHKQH,Yes,Yes,Fiber Optic,Bank Withdrawal,107.05,2172.05,0.0,2723.25,Stayed,,
4680-KUTAJ,Yes,Yes,DSL,Bank Withdrawal,55.6,580.8,15.2,596.51,Stayed,,
8642-GVWRF,Yes,No,Fiber Optic,Bank Withdrawal,79.7,165.0,0.0,222.72,Churned,Competitor,Competitor had better devices
8671-KKKOS,No,,DSL,Bank Withdrawal,45.55,2062.15,0.0,2062.15,Stayed,,
1625-JAIIY,Yes,Yes,Fiber Optic,Bank Withdrawal,83.0,5685.8,0.0,8694.12,Churned,Dissatisfaction,Product dissatisfaction
0674-EYYZV,Yes,No,DSL,Bank Withdrawal,54.65,54.65,0.0,90.98,Joined,,
1518-VOWAV,Yes,No,DSL,Bank Withdrawal,74.65,703.55,0.0,1031.42,Churned,Competitor,Competitor made better offer
6986-IXNDM,Yes,No,Fiber Optic,Bank Withdrawal,92.9,1337.45,0.0,1726.65,Stayed,,
7036-TYDEC,Yes,Yes,Fiber Optic,Bank Withdrawal,104.0,7028.5,0.0,7156.15,Stayed,,
3798-EPWRR,Yes,No,DSL,Bank Withdrawal,43.95,85.1,0.0,123.28,Joined,,
2400-FEQME,Yes,No,,Credit Card,20.5,1177.95,5.83,3423.82,Stayed,,
4800-VHZKI,Yes,No,,Credit Card,19.9,19.9,0.0,56.53,Churned,Competitor,Competitor made better offer
2144-BFDSO,Yes,Yes,Fiber Optic,Bank Withdrawal,108.75,5431.9,0.0,5890.9,Stayed,,
3376-BMGFE,Yes,No,Fiber Optic,Bank Withdrawal,70.9,273.0,8.74,398.26,Churned,Dissatisfaction,Product dissatisfaction
4525-VZCZG,Yes,No,Fiber Optic,Bank Withdrawal,105.85,5826.65,0.0,6966.87,Stayed,,
0709-TVGUR,Yes,Yes,Fiber Optic,Bank Withdrawal,74.55,622.9,33.25,747.69,Churned,Competitor,Competitor had better devices
3244-DCJWY,Yes,No,Fiber Optic,Bank Withdrawal,70.25,70.25,0.0,93.25,Churned,Competitor,Competitor had better devices
9585-KKMFD,Yes,No,,Credit Card,20.0,879.8,0.0,1536.62,Stayed,,
5498-TXHLF,Yes,Yes,Fiber Optic,Bank Withdrawal,87.45,2874.15,0.0,4260.67,Churned,Price,Extra data charges
1254-IZEYF,Yes,Yes,Fiber Optic,Bank Withdrawal,99.95,3186.65,0.0,4406.81,Churned,Competitor,Competitor made better offer
4919-IKATY,Yes,Yes,Fiber Optic,Bank Withdrawal,84.5,453.75,0.0,638.15,Churned,Competitor,Competitor made better offer
4936-YPJNK,Yes,No,,Credit Card,19.9,199.45,0.0,437.85,Stayed,,
4821-WQOYN,Yes,No,,Credit Card,20.1,1326.25,0.0,2913.85,Stayed,,
3500-NSDOA,Yes,Yes,Cable,Credit Card,70.8,4859.95,0.0,5616.11,Stayed,,
3727-RJMEO,Yes,Yes,Fiber Optic,Bank Withdrawal,82.85,460.25,48.95,462.84,Churned,Competitor,Competitor had better devices
8118-TJAFG,Yes,No,Fiber Optic,Bank Withdrawal,101.5,906.85,0.0,1239.31,Stayed,,
6424-ELEYH,Yes,Yes,Fiber Optic,Credit Card,74.75,229.5,0.0,335.04,Churned,Competitor,Competitor had better devices
2637-FKFSY,Yes,No,DSL,Mailed Check,46.1,130.15,0.0,138.13,Joined,,
8741-LQOBK,No,,DSL,Bank Withdrawal,35.05,1620.25,0.0,1620.25,Stayed,,
0230-WEQUW,No,,DSL,Bank Withdrawal,56.6,3789.2,0.0,3789.2,Stayed,,
8164-OCKUJ,Yes,No,,Credit Card,20.6,1286.0,0.0,1431.73,Stayed,,
2703-AMTUL,Yes,No,Cable,Credit Card,53.65,1939.35,0.0,2227.35,Stayed,,
9732-EQMWY,Yes,No,Fiber Optic,Bank Withdrawal,99.4,5025.0,0.0,5642.11,Stayed,,
8780-IHCRN,Yes,Yes,,Credit Card,24.65,1574.5,0.0,3396.46,Stayed,,
0295-PPHDO,Yes,Yes,Fiber Optic,Bank Withdrawal,95.45,95.45,0.0,101.04,Churned,Competitor,Competitor had better devices
6980-IMXXE,Yes,No,,Bank Withdrawal,20.2,1412.65,0.0,4344.46,Stayed,,
7785-RDVIG,Yes,No,,Credit Card,19.3,54.7,0.0,85.09,Joined,,
3349-ANQNH,Yes,Yes,Fiber Optic,Bank Withdrawal,99.5,5890.0,0.0,7321.93,Stayed,,
3567-PQTSO,Yes,Yes,Fiber Optic,Bank Withdrawal,105.25,5576.3,0.0,5776.64,Stayed,,
4853-OITSN,Yes,Yes,Fiber Optic,Bank Withdrawal,89.15,413.25,0.0,491.95,Stayed,,
3865-QBWSJ,Yes,Yes,Fiber Optic,Credit Card,80.45,3162.65,0.0,4877.59,Stayed,,
7278-CKDNC,Yes,Yes,Fiber Optic,Bank Withdrawal,80.5,2088.45,0.0,3195.57,Stayed,,
0378-CJKPV,Yes,Yes,Fiber Optic,Credit Card,112.1,7965.95,18.88,8275.39,Stayed,,
0750-EBAIU,Yes,No,Fiber Optic,Bank Withdrawal,91.25,4738.3,0.0,6366.42,Stayed,,
7465-ZZRVX,Yes,No,Fiber Optic,Bank Withdrawal,70.35,70.35,0.0,94.77,Joined,,
4670-TABXH,Yes,Yes,Fiber Optic,Credit Card,109.75,7758.9,0.0,9411.3,Stayed,,
1173-NOEYG,Yes,Yes,Fiber Optic,Bank Withdrawal,90.15,2423.4,0.0,2929.38,Stayed,,
2616-UUTFK,Yes,Yes,DSL,Bank Withdrawal,72.75,2447.45,0.0,3078.08,Stayed,,
2171-UDMFD,Yes,No,,Credit Card,19.45,674.55,0.0,1796.15,Stayed,,
9625-QNLUX,Yes,No,Fiber Optic,Credit Card,103.25,7074.4,0.0,8560.88,Stayed,,
9221-OTIVJ,Yes,Yes,Fiber Optic,Bank Withdrawal,104.85,1531.4,0.0,1950.84,Churned,Dissatisfaction,Product dissatisfaction
9571-EDEBV,Yes,Yes,Fiber Optic,Credit Card,98.65,6962.85,0.0,9427.97,Stayed,,
0991-BRRFB,Yes,No,DSL,Bank Withdrawal,49.4,874.8,0.0,1250.28,Churned,Other,Deceased
4822-LPTYJ,Yes,Yes,Fiber Optic,Bank Withdrawal,103.75,7346.2,0.0,8664.2,Stayed,,
3838-OZURD,Yes,Yes,Fiber Optic,Credit Card,105.0,7133.25,0.0,7613.73,Churned,Competitor,Competitor had better devices
0730-BGQGF,Yes,Yes,DSL,Credit Card,90.3,6287.3,0.0,7502.71,Stayed,,
5914-DVBWJ,Yes,Yes,Fiber Optic,Bank Withdrawal,85.45,1505.85,0.0,1548.33,Churned,Competitor,Competitor offered more data
3320-VEOYC,Yes,Yes,Fiber Optic,Bank Withdrawal,95.6,1273.3,0.0,1799.98,Stayed,,
7061-OVMIM,Yes,No,,Bank Withdrawal,19.55,608.5,0.0,1242.7,Stayed,,
7964-YESJC,Yes,Yes,DSL,Credit Card,66.3,1559.45,32.59,1750.06,Stayed,,
9277-JOOMO,Yes,Yes,,Credit Card,24.6,86.35,0.0,165.34,Joined,,
3688-FTHLT,Yes,Yes,DSL,Bank Withdrawal,63.05,1067.05,0.0,1760.73,Stayed,,
3521-MNKLV,Yes,No,DSL,Credit Card,49.7,1167.8,0.0,2096.12,Stayed,,
7184-LRUUR,Yes,No,DSL,Bank Withdrawal,65.25,1441.8,0.0,1480.08,Stayed,,
2675-OTVVJ,Yes,Yes,Fiber Optic,Bank Withdrawal,89.45,2807.65,31.58,4203.93,Stayed,,
4536-PLEQY,Yes,No,Fiber Optic,Credit Card,85.05,999.8,0.0,1535.0,Stayed,,
3373-DIUUN,Yes,No,,Credit Card,21.25,711.9,0.0,1911.9,Stayed,,
2087-QAREY,Yes,No,Cable,Credit Card,54.7,1178.75,0.0,2055.01,Stayed,,
9489-DEDVP,Yes,Yes,DSL,Credit Card,69.2,4872.35,0.0,7008.95,Stayed,,
7856-GANIL,Yes,Yes,Fiber Optic,Bank Withdrawal,98.7,4525.8,0.0,4632.9,Stayed,,
5572-ZDXHY,Yes,No,Fiber Optic,Mailed Check,84.3,1855.65,0.0,2495.19,Churned,Competitor,Competitor had better devices
3506-OVLKD,Yes,Yes,,Bank Withdrawal,26.2,954.9,0.0,2674.45,Stayed,,
1337-BOZWO,No,,DSL,Credit Card,46.4,812.4,0.0,812.4,Stayed,,
2868-SNELZ,Yes,Yes,Fiber Optic,Credit Card,80.6,155.8,0.0,166.44,Churned,Competitor,Competitor made better offer
1045-LTCYT,Yes,No,,Credit Card,21.05,139.75,0.0,484.15,Stayed,,
9838-BFCQT,Yes,Yes,,Credit Card,26.1,1851.45,0.0,4293.69,Stayed,,
9443-JUBUO,No,,DSL,Credit Card,65.25,4478.85,0.0,4558.85,Stayed,,
6034-YMTOB,Yes,No,Fiber Optic,Credit Card,75.65,399.45,0.0,548.2,Stayed,,
9895-VFOXH,No,,DSL,Credit Card,24.4,24.4,0.0,34.4,Joined,,
9381-NDKME,No,,Cable,Credit Card,40.65,933.3,0.0,933.3,Churned,Dissatisfaction,Limited range of services
5970-GHJAW,Yes,No,,Credit Card,19.95,862.4,0.0,2063.92,Stayed,,
3508-CFVZL,Yes,Yes,Fiber Optic,Credit Card,111.3,7985.9,0.0,11501.82,Stayed,,
6253-WRFHY,Yes,No,DSL,Bank Withdrawal,64.75,877.35,0.0,1050.51,Stayed,,
5696-EXCYS,Yes,No,,Credit Card,19.45,369.05,0.0,1037.83,Stayed,,
1732-FEKLD,Yes,Yes,Fiber Optic,Bank Withdrawal,94.75,5121.75,0.0,7224.85,Stayed,,
2332-TODQS,Yes,Yes,,Credit Card,25.05,1171.5,16.38,2833.2,Stayed,,
7159-FVYPK,Yes,Yes,DSL,Bank Withdrawal,69.15,235.0,0.0,307.84,Joined,,
6311-UEUME,Yes,No,Fiber Optic,Bank Withdrawal,78.9,2384.15,0.0,3669.72,Churned,Price,Extra data charges
2446-PLQVO,Yes,No,Fiber Optic,Bank Withdrawal,70.3,70.3,0.0,75.97,Churned,Other,Don't know
2180-DXNEG,Yes,No,Fiber Optic,Bank Withdrawal,96.0,1062.1,0.0,1368.58,Churned,Dissatisfaction,Product dissatisfaction
7673-BQGKU,Yes,No,,Bank Withdrawal,20.15,1337.5,0.0,2128.93,Stayed,,
1444-VVSGW,Yes,Yes,Fiber Optic,Credit Card,115.65,7968.85,0.0,9180.75,Churned,Dissatisfaction,Product dissatisfaction
7869-ZYDST,Yes,Yes,Cable,Credit Card,59.05,1882.8,0.0,2773.12,Stayed,,
1299-AURJA,Yes,Yes,,Bank Withdrawal,24.7,1685.9,0.0,3809.0,Stayed,,
1679-JRFBR,Yes,Yes,Fiber Optic,Credit Card,108.15,7930.55,0.0,8334.45,Stayed,,
2323-ARSVR,Yes,No,Fiber Optic,Bank Withdrawal,111.05,7321.05,0.0,10462.68,Stayed,,
2919-HBCJO,Yes,No,Fiber Optic,Bank Withdrawal,76.65,333.6,0.0,429.96,Churned,Other,Moved
3963-RYFNS,Yes,Yes,Fiber Optic,Bank Withdrawal,116.45,8013.55,0.0,11596.99,Stayed,,
2739-CCZMB,Yes,No,,Credit Card,20.35,122.0,0.0,162.05,Stayed,,
9239-GZHZE,Yes,Yes,Fiber Optic,Credit Card,113.65,8124.2,0.0,9913.4,Stayed,,
9564-KCLHR,Yes,No,DSL,Mailed Check,51.25,51.25,0.0,57.69,Churned,Competitor,Competitor made better offer
5201-USSQZ,Yes,No,Fiber Optic,Credit Card,85.9,2196.45,0.0,3295.21,Stayed,,
8734-DKSTZ,Yes,Yes,Fiber Optic,Bank Withdrawal,85.95,858.6,0.0,923.6,Stayed,,
2453-SAFNS,Yes,Yes,Cable,Credit Card,72.1,3886.05,0.0,6339.27,Stayed,,
8873-GLDMH,Yes,Yes,Fiber Optic,Credit Card,73.85,401.3,0.0,567.44,Stayed,,
5940-AHUHD,Yes,No,Fiber Optic,Credit Card,70.6,70.6,0.0,115.19,Churned,Attitude,Attitude of support person
1328-EUZHC,Yes,No,,Credit Card,20.1,370.5,0.0,830.22,Stayed,,
6369-MCAKO,Yes,Yes,DSL,Bank Withdrawal,89.05,6185.8,0.0,9443.68,Stayed,,
7343-EOBEU,Yes,Yes,,Credit Card,23.6,89.05,0.0,131.35,Joined,,
3705-RHRFR,Yes,Yes,Fiber Optic,Bank Withdrawal,99.15,6875.35,0.0,10004.5,Stayed,,
8980-WQFWL,Yes,No,DSL,Bank Withdrawal,62.1,2096.1,0.0,2171.35,Stayed,,
6728-DKUCO,Yes,Yes,Fiber Optic,Bank Withdrawal,104.15,7303.05,0.0,9162.09,Stayed,,
6522-OIQSX,No,,Cable,Credit Card,54.95,3772.5,0.0,3772.5,Stayed,,
7228-OMTPN,Yes,No,Fiber Optic,Bank Withdrawal,88.45,370.65,0.0,567.21,Churned,Other,Don't know
5140-FOMCQ,Yes,Yes,Fiber Optic,Credit Card,109.15,6557.75,0.0,8945.48,Stayed,,
7346-MEDWM,Yes,Yes,Fiber Optic,Bank Withdrawal,83.25,4949.1,0.0,6791.67,Stayed,,
1820-DJFPH,Yes,Yes,,Bank Withdrawal,24.05,1709.15,0.0,5186.03,Stayed,,
6910-HADCM,Yes,No,Cable,Bank Withdrawal,76.35,76.35,0.0,83.61,Churned,Attitude,Attitude of support person
1322-AGOQM,No,,DSL,Bank Withdrawal,30.3,1380.1,0.0,1380.1,Churned,Dissatisfaction,Service dissatisfaction
6207-WIOLX,No,,DSL,Credit Card,58.6,1502.65,4.48,1498.17,Churned,Attitude,Attitude of support person
1767-CJKBA,Yes,Yes,,Credit Card,25.1,1697.7,0.0,4940.28,Stayed,,
3164-AALRN,Yes,No,DSL,Credit Card,70.0,347.4,0.0,583.65,Churned,Competitor,Competitor had better devices
3763-GCZHZ,Yes,Yes,Fiber Optic,Bank Withdrawal,104.05,6890.0,0.0,8214.62,Churned,Competitor,Competitor offered more data
9499-XPZXM,Yes,Yes,DSL,Bank Withdrawal,64.75,4804.75,0.0,5901.31,Stayed,,
6885-PKOAM,Yes,Yes,Cable,Credit Card,85.75,6223.8,4.6,8397.48,Stayed,,
1379-FRVEB,Yes,Yes,Fiber Optic,Bank Withdrawal,91.0,1430.05,0.0,1883.35,Stayed,,
4980-URKXC,Yes,No,,Bank Withdrawal,20.85,720.05,0.0,1174.01,Stayed,,
5307-UVGNB,No,,Cable,Bank Withdrawal,48.7,2495.2,0.0,2495.2,Stayed,,
1459-QNFQT,No,,DSL,Bank Withdrawal,59.5,4144.8,23.72,4121.08,Stayed,,
0641-EVBOJ,Yes,No,Fiber Optic,Credit Card,82.3,214.4,0.0,369.31,Joined,,
6715-OFDBP,Yes,No,DSL,Bank Withdrawal,70.05,346.4,0.0,417.7,Churned,Price,Price too high
5863-OOKCL,Yes,No,,Credit Card,18.85,163.2,0.0,573.6,Stayed,,
9812-GHVRI,Yes,Yes,Fiber Optic,Bank Withdrawal,83.85,3532.25,0.0,4878.65,Stayed,,
4325-NFSKC,Yes,Yes,Fiber Optic,Bank Withdrawal,90.6,1660.0,0.0,2194.28,Churned,Price,Extra data charges
6094-ZIVKX,Yes,No,Cable,Credit Card,54.45,3674.95,0.0,4858.83,Stayed,,
2929-ERCFZ,Yes,No,Fiber Optic,Bank Withdrawal,94.2,777.3,0.0,1087.94,Churned,Competitor,Competitor had better devices
2863-IMQDR,Yes,Yes,DSL,Bank Withdrawal,89.65,5308.7,0.0,6739.15,Stayed,,
6135-OZQVA,Yes,Yes,Cable,Bank Withdrawal,53.65,404.35,0.0,687.29,Stayed,,
4188-PCPIG,Yes,No,Cable,Credit Card,70.35,4124.65,0.0,6860.65,Stayed,,
7268-IGMFD,Yes,Yes,Fiber Optic,Bank Withdrawal,93.9,1743.9,0.0,1778.46,Stayed,,
2458-EOMRE,Yes,No,DSL,Bank Withdrawal,64.05,733.95,0.0,1274.51,Stayed,,
7658-UYUQS,Yes,No,Fiber Optic,Bank Withdrawal,86.55,1857.25,0.0,2325.55,Stayed,,
1052-QJIBV,Yes,No,,Credit Card,19.9,1397.3,0.0,2852.09,Stayed,,
9242-TKFSV,No,,DSL,Credit Card,65.1,4754.3,0.0,4754.3,Stayed,,
6440-DKQGE,Yes,No,Cable,Credit Card,64.5,1929.95,0.0,2766.35,Stayed,,
2123-VSCOT,Yes,Yes,Cable,Bank Withdrawal,72.1,4194.85,0.0,5658.64,Stayed,,
8266-VBFQL,Yes,No,Fiber Optic,Bank Withdrawal,90.4,356.65,0.0,484.33,Stayed,,
2237-ZFSMY,Yes,No,Fiber Optic,Bank Withdrawal,95.55,3692.85,0.0,3867.57,Churned,Attitude,Attitude of service provider
7284-BUYEC,No,,Cable,Credit Card,50.95,229.4,0.0,229.4,Stayed,,
9040-KZVWO,Yes,No,Fiber Optic,Bank Withdrawal,75.5,2018.1,0.0,3048.48,Stayed,,
4877-TSOFF,Yes,Yes,DSL,Bank Withdrawal,75.75,4264.25,0.0,5153.05,Stayed,,
5676-CFLYY,Yes,No,Cable,Credit Card,73.35,5154.5,0.0,6307.54,Stayed,,
0936-NQLJU,Yes,No,,Credit Card,20.65,875.55,0.0,1221.59,Stayed,,
4199-QHJNM,Yes,Yes,Fiber Optic,Bank Withdrawal,102.9,6989.7,0.0,10251.26,Stayed,,
7765-LWVVH,Yes,Yes,Fiber Optic,Bank Withdrawal,95.1,6843.15,0.0,8192.43,Stayed,,
4007-NHVHI,Yes,Yes,Fiber Optic,Bank Withdrawal,96.85,5219.65,0.0,7833.17,Stayed,,
5647-URDKA,Yes,No,,Credit Card,19.7,130.25,0.0,222.81,Stayed,,
4992-LTJNE,Yes,Yes,DSL,Bank Withdrawal,55.3,3983.6,0.0,5728.88,Stayed,,
3665-JATSN,No,,DSL,Bank Withdrawal,39.7,710.05,0.0,820.05,Stayed,,
